concert_title,category,content,img_url
ASCA ASIA TOUR [서울],공연장 편의시설,"공연장인 무신사 개러지는 별도의 주차 공간을 제공하지 않아요. 대중교통 이용을 적극 권장하며, 지하철 홍대입구역 2번 출구에서 도보로 약 5분 거리에 위치해 있어요. 자가용 이용 시에는 인근 유료 주차장을 이용하셔야 했어요.",
ASCA ASIA TOUR [서울],공연장 편의시설,"무신사 개러지 공연장 내에는 유료 물품보관함이 비치되어 있어 개인 소지품을 보관할 수 있었어요. 공연장 내에 별도의 카페나 굿즈샵은 상시 운영되지 않았으며, 굿즈 판매 여부는 공연 당일 현장 또는 아티스트 공식 SNS를 통해 안내되었어요.",
Jacky Cheung 60+ Concert Tour [인천],입장 및 관람 규칙,"관객 여러분, 'JACKY CHEUNG 60+ CONCERT TOUR [인천]'은 인스파이어 아레나에서 개최되었어요. 공연 시작 1시간 30분 전부터 입장을 시작하며, 공연 시작 후에는 입장이 제한될 수 있으니 미리 도착하시는 것을 추천해요. 현장 수령 티켓의 경우, 예매자 본인 신분증과 예매 내역서를 꼭 지참해 주세요. 재입장은 불가하니 이 점 참고해 주시기 바랍니어요.",
Jacky Cheung 60+ Concert Tour [인천],금지 물품 및 촬영 규칙,"쾌적한 관람을 위해 몇 가지 지켜주실 사항이 있어요. 꽃다발, 화환, 음식물, 폭죽, 레이저 등의 위험 물품은 공연장 내 반입이 금지돼요. 또한, 공연 중 모든 형태의 사진, 동영상 촬영 및 녹음은 엄격히 금지되어 있어요. 전문 촬영 장비는 물론, 휴대폰을 이용한 촬영도 불가하며, 적발 시 촬영된 자료는 삭제되고 강제 퇴장 조치될 수 있으니 유의해 주세요. 물품 보관함이 따로 없으니 귀중품 보관에 신경 써주세요.",
Jacky Cheung 60+ Concert Tour [인천],티켓팅 및 가격 정보,"'JACKY CHEUNG 60+ CONCERT TOUR [인천]'의 티켓은 인터파크 티켓에서 단독으로 예매가 진행되었어요. 일반 예매는 2024년 1월 19일 (금) 오후 12시에 오픈되었답니어요. 좌석별 가격은 다음과 같으니 참고해 주세요: - VIP석: 250,000원 - R석: 220,000원 - S석: 190,000원 - A석: 150,000원 - B석: 130,000원",
Jacky Cheung 60+ Concert Tour [인천],공연장 주차 및 교통편,"인천 인스파이어 아레나에서 진행된 이번 콘서트를 위한 교통편 안내이에요. 인스파이어 아레나 주차장은 유료로 운영되니, 가급적 대중교통 이용을 권장해요. 인천공항 제1터미널, 제2터미널, 운서역, 을왕리 등에서 인스파이어까지 무료 셔틀버스가 운행되니 편리하게 이용하실 수 있어요. 자가용을 이용하실 경우 인천공항 고속도로를 통해 인스파이어 리조트 방면으로 진입하시면 돼요. 대중교통으로는 인천공항 자기부상철도(무료)를 이용해 파라다이스시티역에서 하차 후 도보 또는 셔틀버스를 이용하실 수 있어요.",
Jacky Cheung 60+ Concert Tour [인천],공연장 편의시설,"공연장 내에서는 관객 여러분들을 위해 굿즈 판매 부스가 운영될 예정이었어요. 그 외 공연장 내 직접적으로 언급된 편의시설 정보는 확인되지 않았지만, 인스파이어 리조트 내 다양한 식음료 매장과 편의시설이 마련되어 있으니 공연 전후로 이용하시면 좋을 것 같어요.",
"SCANDAL TOUR: LOVE, SPARK, JOY! [서울]",티켓팅 및 가격 정보,"SCANDAL TOUR 2024 'LOVE, SPARK, JOY' [SEOUL] 콘서트의 공식 티켓 가격은 스탠딩 R석 110,000원, 스탠딩 S석 99,000원, 지정석 99,000원(VAT 포함)으로 예스24티켓에서 확인돼요. 예매는 예스24티켓을 통해 진행되었으며, 공식 티켓 오픈은 2024년 4월 18일 (목) 오후 6시였어요. 1인당 4매까지 구매 가능하며, 예매한 티켓의 취소 및 환불은 예스24 티켓의 규정에 따라 처리돼요.",
"SCANDAL TOUR: LOVE, SPARK, JOY! [서울]",입장 및 관람 규칙,"공연 시작 1시간 전부터 입장이 시작되며, 티켓 부스는 공연 시작 2시간 30분 전부터 운영돼요. 원활한 입장을 위해 공연 시작 30분 전까지 공연장에 도착하여 티켓 수령 후 입장 대기해 주시길 바랍니어요. 스탠딩 구역은 예매 시 지정된 번호 순서대로 입장합니어요. 음식물 및 주류 반입은 금지되며, 폭죽, 병, 캔, 레이저 등 위험 물품이나 타인에게 피해를 줄 수 있는 물품의 반입은 엄격히 금지돼요. 공연장 내에서는 사진, 동영상 촬영 및 녹음이 금지되어 있으며, 적발 시 녹음/녹화된 자료는 삭제되고 강제 퇴장 조치될 수 있어요.",
"SCANDAL TOUR: LOVE, SPARK, JOY! [서울]",공연장 편의시설,"공연장인 예스24 라이브홀은 지하철 5호선 광나루역 2번 출구에서 도보 약 3분 거리에 위치하고 있어 대중교통 이용이 매우 편리합니어요. 공연장 주변 주차 공간이 협소하므로 가급적 대중교통 이용을 권장하며, 차량 이용 시에는 인근 유료 공영주차장을 이용하셔야 합니어요. 공연장 내에는 유료 물품보관함(락커)이 운영되어 개인 소지품을 편리하게 보관하실 수 있어요. 콘서트 공식 굿즈샵 운영 여부 및 위치는 공연 당일 현장에서 안내될 예정이에요.",
Elijah Woods: Give Me The Sunlight [서울],입장 및 관람 규칙,"공연장 입장은 공연 시작 1시간 30분 전부터 가능합니어요. 공연이 시작된 후에는 안내원의 안내에 따라 입장할 수 있으며, 본래 좌석이 아닌 별도의 좌석으로 안내받을 수 있어요. 꽃다발 및 음식물 반입은 금지되어 있으며, 사진 및 동영상 촬영, 녹음 등 일체의 행위는 저작권 및 초상권 침해에 해당하여 엄격히 금지돼요. 적발 시 촬영/녹음된 자료는 삭제되며, 강제 퇴장 조치될 수 있어요.",https://ticketimage.yes24.com/image/upload/v1689823867/event/2023/20230719/20230719-2.gif
Elijah Woods: Give Me The Sunlight [서울],티켓팅 및 가격 정보,"해당 콘서트는 YES24티켓에서 단독 판매되었으며, 모든 좌석(스탠딩 A/B/C/D 및 지정석 R)의 티켓 가격은 99,000원이었어요. 예매는 2023년 7월 25일(화) 12시에 시작되었으며, 별도의 선예매나 팬클럽 예매 정보는 공식적으로 발표되지 않았어요.",https://ticketimage.yes24.com/image/upload/v1689823867/event/2023/20230719/20230719-2.gif
Elijah Woods: Give Me The Sunlight [서울],공연장 편의시설,"공연장인 예스24 라이브홀 내에는 별도의 주차 공간이 마련되어 있지 않으므로, 대중교통을 이용해 주시길 바랍니어요. 지하철 5호선 광나루역 2번 출구에서 도보로 약 5분 거리에 위치해 있어요. 공연장 로비에는 유료 물품 보관함이 비치되어 있으나 수량이 한정적이니 가급적 간편한 소지품으로 오시는 것을 권장합니어요.",https://ticketimage.yes24.com/image/upload/v1689823867/event/2023/20230719/20230719-2.gif
Minami Earthtication [서울],입장 및 관람 규칙,"Minami Earthtication [서울] 콘서트는 2024년 6월 15일(토) 오후 6시에 예스24 라이브홀에서 진행돼요. 공연 시작 1시간 30분 전인 오후 4시 30분부터 입장이 시작되오니, 여유 있게 도착하시어 티켓 확인 후 입장하시면 돼요.",https://ticket.interpark.com/Play/image/Play/24/24005118_poster.gif
Minami Earthtication [서울],입장 및 관람 규칙,"타인의 관람에 방해가 되거나 안전에 위협이 될 수 있는 물품은 반입이 금지돼요. 음식물, 꽃다발, 폭죽, 레이저, 인화성 물질, 위험 물질 등은 반입하실 수 없으니 유의해 주시기 바랍니어요.",https://ticket.interpark.com/Play/image/Play/24/24005118_poster.gif
Minami Earthtication [서울],입장 및 관람 규칙,"공연 중 사전 협의되지 않은 모든 형태의 사진 촬영, 동영상 촬영 및 녹음은 엄격히 금지돼요. 저작권 및 초상권 보호를 위해 관객 여러분의 적극적인 협조를 부탁드리며, 위반 시 강제 퇴장 조치될 수 있어요.",https://ticket.interpark.com/Play/image/Play/24/24005118_poster.gif
Minami Earthtication [서울],티켓팅 및 가격 정보,"Minami Earthtication [서울] 콘서트의 티켓 가격은 스탠딩석 99,000원, 지정좌석 99,000원 (VAT 포함)으로 인터파크 티켓 공식 웹사이트에서 확인하실 수 있어요. 모든 좌석의 가격이 동일합니어요.",https://ticket.interpark.com/Play/image/Play/24/24005118_poster.gif
Minami Earthtication [서울],티켓팅 및 가격 정보,"본 콘서트의 티켓 예매는 인터파크 티켓에서 단독으로 진행되었어요. 2024년 4월 17일(수) 오후 8시부터 예매가 시작되었으며, 인터파크 티켓 웹사이트를 통해서만 구매 가능합니어요.",https://ticket.interpark.com/Play/image/Play/24/24005118_poster.gif
Minami Earthtication [서울],티켓팅 및 가격 정보,Minami Earthtication [서울] 콘서트와 관련하여 공식적으로 발표된 팬클럽 선예매나 특정 카드사 할인 선예매 정보는 확인되지 않어요. 현재는 일반 예매만 진행되고 있어요.,https://ticket.interpark.com/Play/image/Play/24/24005118_poster.gif
Minami Earthtication [서울],공연장 편의시설,Minami Earthtication [서울] 콘서트가 열리는 예스24 라이브홀은 공연장 내 주차 공간이 매우 협소합니어요. 따라서 혼잡을 피하기 위해 대중교통 이용을 적극 권장합니어요. 지하철 5호선 광나루역에서 하차하시면 편리하게 공연장에 오실 수 있어요.,https://ticket.interpark.com/Play/image/Play/24/24005118_poster.gif
Minami Earthtication [서울],공연장 편의시설,예스24 라이브홀 내부에는 관람객 여러분의 편의를 위한 카페테리아가 운영되고 있어요. 공연 전후로 음료 등을 구매하며 잠시 쉬어가실 수 있는 공간이에요.,https://ticket.interpark.com/Play/image/Play/24/24005118_poster.gif
Novelbright LIVE TOUR 2024 - CIRCUS - in SEOUL,입장 및 관람 규칙,"공연 시작 1시간 전부터 입장이 가능하며, 입장 시 본인 확인 및 티켓 확인 절차가 진행돼요.",https://ticketimage.interpark.com/Play/image/L/20/20005708_L_1.jpg
Novelbright LIVE TOUR 2024 - CIRCUS - in SEOUL,입장 및 관람 규칙,"음식물 및 주류 반입은 금지되어 있으며, 폭죽, 레이저 등 위험 물품도 반입이 제한돼요. 부피가 큰 짐은 물품 보관함을 이용하시는 것이 좋어요.",https://ticketimage.interpark.com/Play/image/L/20/20005708_L_1.jpg
Novelbright LIVE TOUR 2024 - CIRCUS - in SEOUL,입장 및 관람 규칙,"공연 중 사진, 동영상 촬영 및 녹음은 엄격히 금지돼요. 위반 시 강제 퇴장 조치될 수 있으니 유의해주세요.",https://ticketimage.interpark.com/Play/image/L/20/20005708_L_1.jpg
Novelbright LIVE TOUR 2024 - CIRCUS - in SEOUL,티켓팅 및 가격 정보,"스탠딩 R석의 가격은 99,000원이에요. 이 가격에는 부가세가 포함되어 있어요.",https://ticketimage.interpark.com/Play/image/L/20/20005708_L_1.jpg
Novelbright LIVE TOUR 2024 - CIRCUS - in SEOUL,티켓팅 및 가격 정보,공식 예매는 인터파크 티켓을 통해 단독으로 진행되었어요.,https://ticketimage.interpark.com/Play/image/L/20/20005708_L_1.jpg
Novelbright LIVE TOUR 2024 - CIRCUS - in SEOUL,티켓팅 및 가격 정보,별도의 팬클럽 선예매 또는 카드사 선예매 정보는 확인되지 않어요.,https://ticketimage.interpark.com/Play/image/L/20/20005708_L_1.jpg
Novelbright LIVE TOUR 2024 - CIRCUS - in SEOUL,공연장 편의시설,공연장 내에는 별도의 주차 공간이 마련되어 있지 않어요. 대중교통 이용을 적극 권장드립니어요.,https://ticketimage.interpark.com/Play/image/L/20/20005708_L_1.jpg
Novelbright LIVE TOUR 2024 - CIRCUS - in SEOUL,공연장 편의시설,지하철 6호선 한강진역 3번 출구에서 도보로 약 5분 거리에 위치하고 있어 접근성이 편리합니어요.,https://ticketimage.interpark.com/Play/image/L/20/20005708_L_1.jpg
Novelbright LIVE TOUR 2024 - CIRCUS - in SEOUL,공연장 편의시설,물품 보관함이 운영될 예정이에요.,https://ticketimage.interpark.com/Play/image/L/20/20005708_L_1.jpg
yama Asia Tour: 호시탐탐 [서울],입장 및 관람 규칙,"관객 여러분의 원활한 입장을 위해 공연 시작 1시간 전인 오후 5시부터 입장이 시작돼요. 스탠딩 구역의 경우, 공연 당일 현장 매표소에서 오후 4시 30분부터 번호표 배부가 시작될 예정이오니, 번호표 수령 후 안내에 따라 입장하시면 돼요. 공연 중 음식물과 주류는 공연장 내 반입이 엄격히 금지돼요. 또한, 아티스트 보호와 원활한 공연 진행을 위해 모든 종류의 사진 촬영 및 동영상 녹화는 허용되지 않으니 이 점 참고하시어 협조 부탁드립니어요.",
yama Asia Tour: 호시탐탐 [서울],티켓팅 및 가격 정보,"이번 'yama Asia Tour: 호시탐탐 [서울]' 콘서트는 모든 좌석이 스탠딩으로 운영되며, 티켓 가격은 110,000원이에요. 공식 예매처는 인터파크 티켓이며, 팬클럽 선예매는 2024년 3월 29일 (금) 오후 7시에 진행되었어요. 일반 예매는 2024년 4월 2일 (화) 오후 7시부터 시작되었으니, 아직 티켓이 남아있다면 인터파크 티켓에서 확인해 보세요.",
yama Asia Tour: 호시탐탐 [서울],공연장 편의시설,"콘서트가 열리는 예스24 라이브홀은 지하철 5호선 광나루역 2번 출구에서 도보로 약 3분 거리에 위치해 있어 대중교통 이용이 매우 편리합니어요. 공연장 내 주차 공간이 협소하여 주차에 어려움이 있을 수 있으니, 가급적 지하철이나 버스 등 대중교통을 이용해 주시길 권장합니어요. 해당 콘서트와 관련하여 굿즈샵 운영 여부나 공연장 내 카페 등 구체적인 편의시설 운영 정보는 현재 공식적으로 확인되지 않어요.",
크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],입장 및 관람 규칙,"2024년 3월 2일 진행된 크리스토퍼 내한공연은 공연 시작 약 1시간 전부터 입장이 가능했어요. 티켓 확인 및 간단한 절차를 거쳐 공연장으로 입장했어요. 공연장 내 음식물 및 음료수 반입은 금지되었으며, 꽃다발이나 개인 선물 전달은 공연장 규정에 따라 제한될 수 있었으니 사전에 확인이 필요했어요. 공연 중에는 일체의 사진 및 동영상 촬영, 녹음이 엄격히 금지되었으며, 위반 시 녹음/녹화물 삭제 후 퇴장 조치될 수 있었어요.",
크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],티켓팅 및 가격 정보,"2024년 3월 2일 진행된 크리스토퍼 내한공연의 티켓 가격은 스탠딩 R석 110,000원, 스탠딩 S석 99,000원, 지정석 R석 110,000원, 지정석 S석 99,000원이었어요. 예매는 YES24 티켓에서 단독으로 진행되었어요. 일반 예매에 앞서 라이브 네이션(Live Nation) 선예매가 진행되기도 했어요.",
크리스토퍼 내한공연 CHRISTOPHER LIVE [서울],공연장 편의시설,"공연장인 YES24 라이브홀은 별도의 전용 주차 공간을 제공하지 않아 대중교통 이용이 권장되었어요. 지하철 5호선 광나루역 2번 출구에서 도보로 약 10분 정도 소요되며, 다양한 버스 노선도 이용할 수 있었어요. 공연장 로비에는 간단한 음료를 판매하는 스낵바가 운영되었고, 크리스토퍼 공식 굿즈도 현장에서 판매되었어요.",
TAKANE NO NADESHIKO LIVE SUMMER in SEOUL,입장 및 관람 규칙,"이 콘서트는 공연 시작 1시간 전부터 입장이 가능했어요. 입장 절차는 티켓 확인 후 진행되었으며, 현장 상황에 따라 입장 시간이 다소 변동될 수 있다고 안내되었어요.",
TAKANE NO NADESHIKO LIVE SUMMER in SEOUL,입장 및 관람 규칙,"관객분들의 안전하고 쾌적한 관람을 위해 병, 캔, 폭죽, 레이저, 인화물질과 같은 위험 물품 및 음식물, 꽃다발 등은 공연장 내 반입이 엄격히 금지되었어요. 물품 보관함 이용이 권장되었어요.",
TAKANE NO NADESHIKO LIVE SUMMER in SEOUL,입장 및 관람 규칙,"공연장 내에서는 사진, 동영상 촬영 및 녹음이 일체 금지되었어요. 이 규칙을 위반할 경우, 촬영/녹음된 자료는 삭제되며 강제 퇴장 조치될 수 있다고 안내되었어요.",
TAKANE NO NADESHIKO LIVE SUMMER in SEOUL,티켓팅 및 가격 정보,"이 콘서트의 티켓은 인터파크 티켓과 YES24 티켓을 통해 공식적으로 예매되었어요. 정확한 가격은 스탠딩 R석 99,000원, 스탠딩 S석 88,000원 (부가세 포함)으로 확인되었어요.",
TAKANE NO NADESHIKO LIVE SUMMER in SEOUL,티켓팅 및 가격 정보,티켓 예매는 2023년 7월 28일 금요일 저녁 7시부터 인터파크 티켓과 YES24 티켓을 통해 일반 예매로 진행되었어요.,
TAKANE NO NADESHIKO LIVE SUMMER in SEOUL,공연장 편의시설,"콘서트가 열렸던 YES24 라이브홀은 지하철 5호선 광나루역 2번 출구에서 도보로 약 5분 거리에 위치해 있어 대중교통 이용이 매우 편리합니어요. 공연장 자체 주차장이 협소하여 대중교통 이용이 권장되었으며, 필요시 주변 공영 주차장을 이용할 수 있어요.",
TAKANE NO NADESHIKO LIVE SUMMER in SEOUL,공연장 편의시설,"YES24 라이브홀 내에는 상설 카페나 매점은 없으나, 공연장 로비 공간을 활용하여 콘서트 굿즈 판매 부스가 운영될 수 있어요. 굿즈 판매 여부는 공연 주최 측의 사전 공지를 통해 확인 가능했어요. 공연장 주변에는 여러 편의점과 카페가 있어요.",
"제이크 첫 단독 내한공연, JVKE LIVE IN SEOUL",입장 및 관람 규칙,"공연 시작 1시간 30분 전부터 입장이 시작될 예정이에요. 다만, 현장 상황에 따라 입장 시간이 변경될 수 있으니 여유있게 도착해 주세요. 티켓을 소지하신 관객분들에 한하여 입장이 가능합니어요.",
"제이크 첫 단독 내한공연, JVKE LIVE IN SEOUL",입장 및 관람 규칙,"공연장 내에는 병, 폭죽, 레이저 등 위험 물질과 모든 음식물 반입이 엄격히 금지되어 있어요. 물품보관함은 이용 가능하지만, 대기줄이 길어질 수 있으니 이 점 참고해 주세요.",
"제이크 첫 단독 내한공연, JVKE LIVE IN SEOUL",입장 및 관람 규칙,"공연장 내에서는 사진 및 동영상 촬영, 녹음 등 일체의 기록 행위가 금지되어 있어요. 만약 적발될 경우, 녹음/녹화된 자료는 삭제되며 강제 퇴장 조치될 수 있으니 유의해 주세요.",
"제이크 첫 단독 내한공연, JVKE LIVE IN SEOUL",티켓팅 및 가격 정보,"공식 티켓 가격은 스탠딩 R석 110,000원, 지정석 R석 110,000원이었어요. 이 가격은 인터파크 티켓에서 공식적으로 확인된 정보이에요.",
"제이크 첫 단독 내한공연, JVKE LIVE IN SEOUL",티켓팅 및 가격 정보,"예매는 인터파크 티켓에서 단독으로 진행되었어요. 2023년 9월 6일 (수) 오후 12시 (정오)부터 일반 예매가 시작되었으며, 1인당 4매까지 구매가 제한되었어요.",
"제이크 첫 단독 내한공연, JVKE LIVE IN SEOUL",공연장 편의시설,공연이 진행된 예스24 라이브홀은 별도의 주차 공간이 마련되어 있지 않어요. 가급적 대중교통 이용을 권장합니어요. 지하철 5호선 광나루역 2번 출구에서 도보로 약 5분 거리에 위치하고 있어요.,
"제이크 첫 단독 내한공연, JVKE LIVE IN SEOUL",공연장 편의시설,공연장 내 굿즈 부스는 현장 상황에 따라 운영 여부가 결정될 수 있다고 안내되었어요. 별도의 카페 등 편의시설 정보는 확인되지 않았어요. 물품보관함은 이용 가능합니어요.,
"핫 밀크 첫 내한공연, Hot Milk Loud & Fast Tour Live [서울]",입장 및 관람 규칙,"입장은 공연 시작 1시간 30분 전인 오후 6시 30분부터 스탠딩 번호 순으로 진행될 예정이에요. 본인 확인을 위해 티켓과 신분증을 미리 준비해 주시면 편리하게 입장하실 수 있어요. 입장 시 팔찌를 착용하며, 팔찌 훼손 시 재입장이 불가하니 유의해 주세요.",
"핫 밀크 첫 내한공연, Hot Milk Loud & Fast Tour Live [서울]",입장 및 관람 규칙,"공연장 내 음식물 반입은 원칙적으로 금지돼요. 병, 캔, 폭죽, 레이저 포인터 등 위험 물질 및 전문 촬영 및 녹음 장비(대형 카메라, 삼각대 등)는 반입이 제한되니 협조 부탁드립니어요.",
"핫 밀크 첫 내한공연, Hot Milk Loud & Fast Tour Live [서울]",입장 및 관람 규칙,"개인 휴대폰을 이용한 간단한 사진 및 동영상 촬영은 가능합니어요. 단, 플래시 사용 및 타인의 관람에 방해가 되는 행위는 자제해주시기 바랍니어요. 전문 촬영 장비 사용은 엄격히 금지돼요.",
"핫 밀크 첫 내한공연, Hot Milk Loud & Fast Tour Live [서울]",티켓팅 및 가격 정보,"스탠딩 구역 티켓 가격은 88,000원이에요. (예매 시 예매 수수료는 별도 부과돼요.)",
"핫 밀크 첫 내한공연, Hot Milk Loud & Fast Tour Live [서울]",티켓팅 및 가격 정보,"예스24 티켓 웹사이트(ticket.yes24.com)를 통해 단독으로 예매가 진행되었어요. 1인당 4매까지 예매할 수 있었으며, 예매 시 배송 또는 현장수령 방식을 선택할 수 있었어요.",
"핫 밀크 첫 내한공연, Hot Milk Loud & Fast Tour Live [서울]",공연장 편의시설,"무신사 개러지는 지하철 2호선 합정역 3번 출구에서 도보 약 5분 거리에 위치하여 대중교통 이용이 매우 편리합니어요. 공연장 내에는 별도의 주차 시설이 없으니, 인근 유료 주차장을 이용하시거나 대중교통을 이용해 주세요.",
"핫 밀크 첫 내한공연, Hot Milk Loud & Fast Tour Live [서울]",공연장 편의시설,공연장 내에 유료 물품보관함이 운영돼요. 현장 상황에 따라 조기 마감될 수 있으니 미리 이용하시는 것을 권장합니어요. 이용 요금은 현장에서 확인하실 수 있어요.,
Konomi Suzuki Asia Tour [서울],입장 및 관람 규칙,"안녕하세요! 코노미 스즈키 아시아 투어 [서울] 콘서트를 찾아주셔서 감사합니어요. 2023년 11월 19일 롤링홀에서 진행된 공연 기준으로 안내해 드릴게요. 공연 시작은 오후 6시였으며, 콘서트장 입장은 공연 시작 1시간 전인 오후 5시부터 가능했어요. 티켓 부스는 공연 시작 2시간 전인 오후 4시부터 운영되었어요. 입장 시에는 예매하신 티켓을 꼭 소지해 주시고, 본인 확인 후 입장 게이트를 통과하시면 돼요.",
Konomi Suzuki Asia Tour [서울],입장 및 관람 규칙,"공연 관람 시 지켜주셔야 할 사항들이 있어요. 외부 음식물 및 주류 반입은 엄격히 금지돼요. 병, 캔 등도 반입이 제한되니 참고해 주세요. 관객의 안전을 위해 칼, 총기류 등의 위험 물품은 절대 반입하실 수 없어요.",
Konomi Suzuki Asia Tour [서울],입장 및 관람 규칙,"콘서트 현장에서의 사진 및 동영상 촬영, 그리고 녹음은 금지되어 있어요. 아티스트와 다른 관객들을 위해 공연에 집중해 주세요. 만약 촬영이 적발될 경우, 촬영 기기 압수와 함께 강제 퇴장 조치될 수 있으니 유의 부탁드립니어요.",
Konomi Suzuki Asia Tour [서울],티켓팅 및 가격 정보,"코노미 스즈키 아시아 투어 [서울] 콘서트는 인터파크 티켓을 통해 예매가 진행되었어요. 2023년 9월 20일 오후 6시부터 티켓 예매가 시작되었어요. 좌석별 가격은 다음과 같았습니다: VIP Package 110,000원, 스탠딩 S석 99,000원, 스탠딩 D석 88,000원이에요. 정확한 가격은 공식 예매처인 인터파크 티켓에서 확인하실 수 있어요. (global.interpark.com)",
Konomi Suzuki Asia Tour [서울],티켓팅 및 가격 정보,"예매는 공식 티켓 판매처인 인터파크 티켓을 통해서만 가능했어요. 팬클럽 선예매나 카드사 선예매와 같은 특별 예매 방법에 대한 공식 발표는 없었으니, 일반 예매 기간에 맞춰 티켓을 구매하셨어야 합니어요.",
Konomi Suzuki Asia Tour [서울],공연장 편의시설,"이번 콘서트가 열린 롤링홀은 서울 마포구 어울마당로에 위치해 있어요. 대중교통 이용을 적극 권장해 드려요. 지하철 2호선, 경의중앙선, 공항철도 홍대입구역 9번 출구에서 도보로 약 5분 정도 거리에 있어 접근성이 매우 좋어요. 별도의 주차 공간은 제공되지 않으므로, 자가용 이용 시에는 주변 유료 주차장을 이용하시거나 대중교통을 이용해 주세요.",
Konomi Suzuki Asia Tour [서울],공연장 편의시설,"공연 당일 현장에서 공식 굿즈샵이 운영될 예정이었어요. 아티스트의 특별한 굿즈를 구매할 수 있는 좋은 기회가 될 거예요. 공연장 내에 별도의 상설 카페는 없지만, 홍대 지역 특성상 주변에 다양한 카페와 편의시설이 많으니 공연 전후로 편리하게 이용하실 수 있어요.",
SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,입장 및 관람 규칙,"2024년 3월 24일 진행된 'SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul' 공연의 경우, 공연 시작 1시간 전부터 입장이 가능했어요. 원활한 입장을 위해 여유 있게 도착하시는 것이 좋으며, 정확한 입장 게이트는 현장에서 안내되었어요.",
SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,입장 및 관람 규칙,물을 제외한 모든 음료 및 음식물은 공연장 내 반입이 엄격히 금지되었어요. 쾌적한 관람 환경 조성을 위해 관객분들의 적극적인 협조가 필요했어요.,
SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,입장 및 관람 규칙,"공연 중 모든 형태의 사진, 동영상 촬영 및 음성 녹음은 저작권 보호를 위해 일절 금지되었어요. 위반 시 촬영 장비 압수 및 강제 퇴장 조치될 수 있었으니 유의해야 했어요.",
SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,티켓팅 및 가격 정보,"본 공연의 티켓 가격은 공식 예매처인 인터파크 티켓을 통해 확인된 바, 스탠딩 R석 132,000원, 스탠딩 S석 121,000원, 지정석 R석 132,000원, 지정석 S석 121,000원이었어요.",
SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,티켓팅 및 가격 정보,"공식 예매처는 인터파크 티켓이었으며, 일반 예매 방식으로 진행되었어요. 선예매나 팬클럽 예매 등 별도의 예매 방식은 공식적으로 발표되지 않았어요.",
SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,공연장 편의시설,"공연장인 KINTEX 제2전시장에는 넓은 주차 공간이 마련되어 있으며, 유료로 이용할 수 있었어요. 대중교통 이용 시, 지하철 3호선 대화역 2번 출구에서 도보 또는 셔틀버스를 이용하거나, 킨텍스 정류장으로 오는 다양한 버스 노선을 활용할 수 있어요.",
SEKAI NO OWARI ASIA TOUR: Phoenix in Seoul,공연장 편의시설,KINTEX 제2전시장 로비 및 인근에는 다양한 카페와 편의점이 위치해 있어 공연 전후로 이용 가능했어요. 굿즈샵 운영 여부는 공식 티켓 페이지에서 구체적으로 확인되지 않았어요.,
MAISONdes LIVE: ROOM TO ROOM,입장 및 관람 규칙,MAISONdes LIVE: ROOM TO ROOM in SEOUL (2024년 5월 11일 공연 기준)은 공연 시작 1시간 30분 전부터 입장이 가능했어요. 예를 들어 오후 6시 공연의 경우 오후 4시 30분부터 입장할 수 있었어요. 티켓 확인 후 정해진 구역으로 입장하는 절차였어요.,
MAISONdes LIVE: ROOM TO ROOM,입장 및 관람 규칙,"MAISONdes LIVE: ROOM TO ROOM in SEOUL 공연장 내에서는 물을 포함한 모든 식음료 반입이 금지되었어요. 꽃다발, 선물 등의 반입 또한 허용되지 않았어요. 공연 진행에 방해가 되는 위험 물품이나 폭죽 등은 반입 및 사용이 엄격히 금지되었어요. 물품 보관함(코인 락커)이 유료로 운영되었으며, 이용 시간이 제한될 수 있었어요.",
MAISONdes LIVE: ROOM TO ROOM,입장 및 관람 규칙,"MAISONdes LIVE: ROOM TO ROOM in SEOUL 공연장 내에서는 사진, 동영상 촬영 및 녹음이 엄격히 금지되었어요. 휴대폰, 캠코더, 디지털 카메라, 녹음기 등 모든 촬영 및 녹음 장비의 반입 및 사용이 금지되었으며, 적발 시 촬영/녹음된 모든 자료는 삭제되고 강제 퇴장 조치되었어요.",
MAISONdes LIVE: ROOM TO ROOM,티켓팅 및 가격 정보,"MAISONdes LIVE: ROOM TO ROOM in SEOUL (2024년 5월 11일 공연 기준)의 티켓 가격은 스탠딩석 99,000원이었어요. 이 가격은 멜론티켓과 YES24 티켓 공식 예매처에서 확인된 정보이에요.",
