title,artist,lyrics,pronunciation,translation,musixmatch_url
Pop Virus,Gen Hoshino (호시노 겐),"音の中で 君を探してる
霧の中で 朽ち果てても彷徨う
闇の中で 君を愛してる
刻む 一拍の永遠を

歌の中で 君を探してる
波の中で 笑いながら漂う
今の中で 君を愛してる
刻む 一拍の永遠を
刻む 一粒の永遠を

ふざけた人間なんだ
偏る生活を歌舞いた
そう君の手の平
美しくクルクル返ったんだ
口から音が出る病気
心臓から花が咲くように
魔法はいつでも
歌う波に乗っていた

始まりは 炎や
棒きれではなく 音楽だった

音の中で 君を探してる
霧の中で 朽ち果てても彷徨う
闇の中で 君を愛してる
刻む 一拍の永遠を

歌の中で 君を探してる
波の中で 笑いながら漂う
今の中で 君を愛してる
刻む 一拍の永遠を
渡す 一粒の永遠を",,,
Pop Virus,Gen Hoshino (호시노 겐),"音の中で 君を探してる
霧の中で 朽ち果てても彷徨う
闇の中で 君を愛してる
刻む 一拍の永遠を

歌の中で 君を探してる
波の中で 笑いながら漂う
今の中で 君を愛してる
刻む 一拍の永遠を
刻む 一粒の永遠を

ふざけた人間なんだ
偏る生活を歌舞いた
そう君の手の平
美しくクルクル返ったんだ
口から音が出る病気
心臓から花が咲くように
魔法はいつでも
歌う波に乗っていた

始まりは 炎や
棒きれではなく 音楽だった

音の中で 君を探してる
霧の中で 朽ち果てても彷徨う
闇の中で 君を愛してる
刻む 一拍の永遠を

歌の中で 君を探してる
波の中で 笑いながら漂う
今の中で 君を愛してる
刻む 一拍の永遠を
渡す 一粒の永遠を",,,
Same Thing (feat. Superorganism),Gen Hoshino (호시노 겐),"It doesn't matter to me whether it's all rain or full of sunshine
You piss me off, I love you a lot
To me, they both mean the same-

I meet really cool guys and sweet angels too, like all of the time
And they're always around, they're all crazy too
I hope you know what I mean

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love (love)

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot, so fuck this (fuck this)
They all mean the same thing, you know
We alright, change it up, do your thing

Let's be real for a sec, I think you'll relate
We feel down often too
Mistakes that were made, the love that we ate (love that we ate)
They all share a lovely home
Anyhow, why don't we just karaoke? You'll be Scarlett, I'm Bill (okay)
I wanna show you this really cool song, c'mon, let's fuck shit up

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing

Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy

I've got something to say (I've got something to say)
To everybody, fuck you
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing",,,
Same Thing (feat. Superorganism),Gen Hoshino (호시노 겐),"It doesn't matter to me whether it's all rain or full of sunshine
You piss me off, I love you a lot
To me, they both mean the same-

I meet really cool guys and sweet angels too, like all of the time
And they're always around, they're all crazy too
I hope you know what I mean

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love (love)

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot, so fuck this (fuck this)
They all mean the same thing, you know
We alright, change it up, do your thing

Let's be real for a sec, I think you'll relate
We feel down often too
Mistakes that were made, the love that we ate (love that we ate)
They all share a lovely home
Anyhow, why don't we just karaoke? You'll be Scarlett, I'm Bill (okay)
I wanna show you this really cool song, c'mon, let's fuck shit up

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing

Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy

I've got something to say (I've got something to say)
To everybody, fuck you
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing",,,
Same Thing (feat. Superorganism),Gen Hoshino (호시노 겐),"It doesn't matter to me whether it's all rain or full of sunshine
You piss me off, I love you a lot
To me, they both mean the same-

I meet really cool guys and sweet angels too, like all of the time
And they're always around, they're all crazy too
I hope you know what I mean

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love (love)

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot, so fuck this (fuck this)
They all mean the same thing, you know
We alright, change it up, do your thing

Let's be real for a sec, I think you'll relate
We feel down often too
Mistakes that were made, the love that we ate (love that we ate)
They all share a lovely home
Anyhow, why don't we just karaoke? You'll be Scarlett, I'm Bill (okay)
I wanna show you this really cool song, c'mon, let's fuck shit up

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing

Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy

I've got something to say (I've got something to say)
To everybody, fuck you
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing",,,
Same Thing (feat. Superorganism),Gen Hoshino (호시노 겐),"It doesn't matter to me whether it's all rain or full of sunshine
You piss me off, I love you a lot
To me, they both mean the same-

I meet really cool guys and sweet angels too, like all of the time
And they're always around, they're all crazy too
I hope you know what I mean

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love (love)

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot, so fuck this (fuck this)
They all mean the same thing, you know
We alright, change it up, do your thing

Let's be real for a sec, I think you'll relate
We feel down often too
Mistakes that were made, the love that we ate (love that we ate)
They all share a lovely home
Anyhow, why don't we just karaoke? You'll be Scarlett, I'm Bill (okay)
I wanna show you this really cool song, c'mon, let's fuck shit up

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing

Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy

I've got something to say (I've got something to say)
To everybody, fuck you
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing",,,
Same Thing (feat. Superorganism),Gen Hoshino (호시노 겐),"It doesn't matter to me whether it's all rain or full of sunshine
You piss me off, I love you a lot
To me, they both mean the same-

I meet really cool guys and sweet angels too, like all of the time
And they're always around, they're all crazy too
I hope you know what I mean

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love (love)

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot, so fuck this (fuck this)
They all mean the same thing, you know
We alright, change it up, do your thing

Let's be real for a sec, I think you'll relate
We feel down often too
Mistakes that were made, the love that we ate (love that we ate)
They all share a lovely home
Anyhow, why don't we just karaoke? You'll be Scarlett, I'm Bill (okay)
I wanna show you this really cool song, c'mon, let's fuck shit up

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing

Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy

I've got something to say (I've got something to say)
To everybody, fuck you
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing",,,
Same Thing (feat. Superorganism),Gen Hoshino (호시노 겐),"It doesn't matter to me whether it's all rain or full of sunshine
You piss me off, I love you a lot
To me, they both mean the same-

I meet really cool guys and sweet angels too, like all of the time
And they're always around, they're all crazy too
I hope you know what I mean

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love (love)

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot, so fuck this (fuck this)
They all mean the same thing, you know
We alright, change it up, do your thing

Let's be real for a sec, I think you'll relate
We feel down often too
Mistakes that were made, the love that we ate (love that we ate)
They all share a lovely home
Anyhow, why don't we just karaoke? You'll be Scarlett, I'm Bill (okay)
I wanna show you this really cool song, c'mon, let's fuck shit up

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing

Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy

I've got something to say (I've got something to say)
To everybody, fuck you
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing",,,
Same Thing (feat. Superorganism),Gen Hoshino (호시노 겐),"It doesn't matter to me whether it's all rain or full of sunshine
You piss me off, I love you a lot
To me, they both mean the same-

I meet really cool guys and sweet angels too, like all of the time
And they're always around, they're all crazy too
I hope you know what I mean

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love (love)

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot, so fuck this (fuck this)
They all mean the same thing, you know
We alright, change it up, do your thing

Let's be real for a sec, I think you'll relate
We feel down often too
Mistakes that were made, the love that we ate (love that we ate)
They all share a lovely home
Anyhow, why don't we just karaoke? You'll be Scarlett, I'm Bill (okay)
I wanna show you this really cool song, c'mon, let's fuck shit up

I've got something to say (I've got something to say)
To everybody, fuck you (fuck you)
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing

Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy
Wabi sabi
Make it messy

I've got something to say (I've got something to say)
To everybody, fuck you
It's been on my mind
You know I meant it with love

I just thought it'd be fun (I just thought it'd be fun)
Went through a whole lot so fuck this
They all mean the same thing, you know
We alright, change it up, do your thing",,,
SUN,Gen Hoshino (호시노 겐),"(Where are we? Where are we?)
(Just call me when you're in the park)

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinning 'round and 'round and 'round
Int-int-int-int

Poisson
La terre semble si frêle d'ici
Et rejoins les étoiles
Vois-tu les nuages?
Casse ton aquarium

Download code to binge space drama
Awkward interaction with your brothеr
Late night chat with anyone you wanna
Discord for an hour, sleep is sweet and sour, saying

If you see me 'round, maybе say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int

Des petites... (Ha, ha, ha)
Des petites lèvres de poisson sera puissant (nage, nage)
Casse ton aquarium

Squid pro quo, yes or no
I've got too many sick records
Eyes on the prize, I think I'm getting tired
Why don't we bake some cookies
Make it sad and sticky, saying

If you see me 'round, maybe say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int",,,
SUN,Gen Hoshino (호시노 겐),"(Where are we? Where are we?)
(Just call me when you're in the park)

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinning 'round and 'round and 'round
Int-int-int-int

Poisson
La terre semble si frêle d'ici
Et rejoins les étoiles
Vois-tu les nuages?
Casse ton aquarium

Download code to binge space drama
Awkward interaction with your brothеr
Late night chat with anyone you wanna
Discord for an hour, sleep is sweet and sour, saying

If you see me 'round, maybе say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int

Des petites... (Ha, ha, ha)
Des petites lèvres de poisson sera puissant (nage, nage)
Casse ton aquarium

Squid pro quo, yes or no
I've got too many sick records
Eyes on the prize, I think I'm getting tired
Why don't we bake some cookies
Make it sad and sticky, saying

If you see me 'round, maybe say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int",,,
SUN,Gen Hoshino (호시노 겐),"(Where are we? Where are we?)
(Just call me when you're in the park)

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinning 'round and 'round and 'round
Int-int-int-int

Poisson
La terre semble si frêle d'ici
Et rejoins les étoiles
Vois-tu les nuages?
Casse ton aquarium

Download code to binge space drama
Awkward interaction with your brothеr
Late night chat with anyone you wanna
Discord for an hour, sleep is sweet and sour, saying

If you see me 'round, maybе say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int

Des petites... (Ha, ha, ha)
Des petites lèvres de poisson sera puissant (nage, nage)
Casse ton aquarium

Squid pro quo, yes or no
I've got too many sick records
Eyes on the prize, I think I'm getting tired
Why don't we bake some cookies
Make it sad and sticky, saying

If you see me 'round, maybe say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int",,,
SUN,Gen Hoshino (호시노 겐),"(Where are we? Where are we?)
(Just call me when you're in the park)

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinning 'round and 'round and 'round
Int-int-int-int

Poisson
La terre semble si frêle d'ici
Et rejoins les étoiles
Vois-tu les nuages?
Casse ton aquarium

Download code to binge space drama
Awkward interaction with your brothеr
Late night chat with anyone you wanna
Discord for an hour, sleep is sweet and sour, saying

If you see me 'round, maybе say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int

Des petites... (Ha, ha, ha)
Des petites lèvres de poisson sera puissant (nage, nage)
Casse ton aquarium

Squid pro quo, yes or no
I've got too many sick records
Eyes on the prize, I think I'm getting tired
Why don't we bake some cookies
Make it sad and sticky, saying

If you see me 'round, maybe say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int",,,
SUN,Gen Hoshino (호시노 겐),"(Where are we? Where are we?)
(Just call me when you're in the park)

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinning 'round and 'round and 'round
Int-int-int-int

Poisson
La terre semble si frêle d'ici
Et rejoins les étoiles
Vois-tu les nuages?
Casse ton aquarium

Download code to binge space drama
Awkward interaction with your brothеr
Late night chat with anyone you wanna
Discord for an hour, sleep is sweet and sour, saying

If you see me 'round, maybе say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int

Des petites... (Ha, ha, ha)
Des petites lèvres de poisson sera puissant (nage, nage)
Casse ton aquarium

Squid pro quo, yes or no
I've got too many sick records
Eyes on the prize, I think I'm getting tired
Why don't we bake some cookies
Make it sad and sticky, saying

If you see me 'round, maybe say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int",,,
SUN,Gen Hoshino (호시노 겐),"(Where are we? Where are we?)
(Just call me when you're in the park)

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinning 'round and 'round and 'round
Int-int-int-int

Poisson
La terre semble si frêle d'ici
Et rejoins les étoiles
Vois-tu les nuages?
Casse ton aquarium

Download code to binge space drama
Awkward interaction with your brothеr
Late night chat with anyone you wanna
Discord for an hour, sleep is sweet and sour, saying

If you see me 'round, maybе say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int

Des petites... (Ha, ha, ha)
Des petites lèvres de poisson sera puissant (nage, nage)
Casse ton aquarium

Squid pro quo, yes or no
I've got too many sick records
Eyes on the prize, I think I'm getting tired
Why don't we bake some cookies
Make it sad and sticky, saying

If you see me 'round, maybe say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int",,,
SUN,Gen Hoshino (호시노 겐),"(Where are we? Where are we?)
(Just call me when you're in the park)

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinning 'round and 'round and 'round
Int-int-int-int

Poisson
La terre semble si frêle d'ici
Et rejoins les étoiles
Vois-tu les nuages?
Casse ton aquarium

Download code to binge space drama
Awkward interaction with your brothеr
Late night chat with anyone you wanna
Discord for an hour, sleep is sweet and sour, saying

If you see me 'round, maybе say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int

Des petites... (Ha, ha, ha)
Des petites lèvres de poisson sera puissant (nage, nage)
Casse ton aquarium

Squid pro quo, yes or no
I've got too many sick records
Eyes on the prize, I think I'm getting tired
Why don't we bake some cookies
Make it sad and sticky, saying

If you see me 'round, maybe say, what's up?
What's up, sup, sup, what's up-up-up-up?

Don't mind me, I'm just a fruit fly that's floatin' on by, just floatin' on
And I can't even look you in the eye
And the world's spinnin' 'round and 'round and 'round

Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
And the world's spinnin' 'round and 'round and 'round
Into the sun
Do, do, do, do-do, do-do-do-do
Into the sun
And the world's spinnin' 'round and 'round and 'round
Int-int-int-int",,,
Week End,Gen Hoshino (호시노 겐),"さよなら 目が覚めたら 君を連れて
未来を今 踊る
週末の街角 ここから 始まる

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
身体を交わそう

花が色づく頃は
心も浮ついて
誰かに声をかけて
無茶な口説き方して

今を踊る すべての人に捧ぐ
俯いた貴方の 腕を掴み 音に乗って

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
身体を交わそう

木の葉色づく頃は
心に穴が開いて
指の先少し冷えて
貴方の温度探す

今を生きる すべての人に捧ぐ
俯いた貴方と 靴を鳴らし 昔を飛べ

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
言葉を交わそう

今を踊る すべての人に捧ぐ
君だけのダンスを 世間のフロアに出て叫べ

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで 夜を抱いて

さよなら 目が覚めたら すべて連れて
未来を今 変える
週末の街角 朝まで
電波を 世間を 未来を 踊ろう",,,
Week End,Gen Hoshino (호시노 겐),"さよなら 目が覚めたら 君を連れて
未来を今 踊る
週末の街角 ここから 始まる

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
身体を交わそう

花が色づく頃は
心も浮ついて
誰かに声をかけて
無茶な口説き方して

今を踊る すべての人に捧ぐ
俯いた貴方の 腕を掴み 音に乗って

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
身体を交わそう

木の葉色づく頃は
心に穴が開いて
指の先少し冷えて
貴方の温度探す

今を生きる すべての人に捧ぐ
俯いた貴方と 靴を鳴らし 昔を飛べ

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
言葉を交わそう

今を踊る すべての人に捧ぐ
君だけのダンスを 世間のフロアに出て叫べ

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで 夜を抱いて

さよなら 目が覚めたら すべて連れて
未来を今 変える
週末の街角 朝まで
電波を 世間を 未来を 踊ろう",,,
Week End,Gen Hoshino (호시노 겐),"さよなら 目が覚めたら 君を連れて
未来を今 踊る
週末の街角 ここから 始まる

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
身体を交わそう

花が色づく頃は
心も浮ついて
誰かに声をかけて
無茶な口説き方して

今を踊る すべての人に捧ぐ
俯いた貴方の 腕を掴み 音に乗って

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
身体を交わそう

木の葉色づく頃は
心に穴が開いて
指の先少し冷えて
貴方の温度探す

今を生きる すべての人に捧ぐ
俯いた貴方と 靴を鳴らし 昔を飛べ

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
言葉を交わそう

今を踊る すべての人に捧ぐ
君だけのダンスを 世間のフロアに出て叫べ

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで 夜を抱いて

さよなら 目が覚めたら すべて連れて
未来を今 変える
週末の街角 朝まで
電波を 世間を 未来を 踊ろう",,,
Week End,Gen Hoshino (호시노 겐),"さよなら 目が覚めたら 君を連れて
未来を今 踊る
週末の街角 ここから 始まる

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
身体を交わそう

花が色づく頃は
心も浮ついて
誰かに声をかけて
無茶な口説き方して

今を踊る すべての人に捧ぐ
俯いた貴方の 腕を掴み 音に乗って

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
身体を交わそう

木の葉色づく頃は
心に穴が開いて
指の先少し冷えて
貴方の温度探す

今を生きる すべての人に捧ぐ
俯いた貴方と 靴を鳴らし 昔を飛べ

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで
言葉を交わそう

今を踊る すべての人に捧ぐ
君だけのダンスを 世間のフロアに出て叫べ

夢から目が覚めたら 君を連れて
未来を今 踊る
週末の街角 朝まで 夜を抱いて

さよなら 目が覚めたら すべて連れて
未来を今 変える
週末の街角 朝まで
電波を 世間を 未来を 踊ろう",,,
